time,simulation,method,state,bias,estimate,truth
365,1,Aalen-Johansen,1,0.010564742177323727,0.5906227421773237,0.580058
365,1,Aalen-Johansen,2,-0.06137539335714043,0.22605760664285957,0.287433
365,1,Aalen-Johansen,3,0.05081065117981698,0.183319651179817,0.13250900000000002
730,1,Aalen-Johansen,1,-0.020619395392005024,0.41054460460799497,0.431164
730,1,Aalen-Johansen,2,-0.03436077376407659,0.3029672262359234,0.337328
730,1,Aalen-Johansen,3,0.054980169156082004,0.286488169156082,0.231508
1095,1,Aalen-Johansen,1,-0.058039005866069804,0.2746769941339302,0.332716
1095,1,Aalen-Johansen,2,0.04469213474223471,0.4121801347422347,0.367488
1095,1,Aalen-Johansen,3,0.01334687112383548,0.3131428711238355,0.299796
1460,1,Aalen-Johansen,1,0.005237137270409753,0.26159713727040973,0.25636
1460,1,Aalen-Johansen,2,0.0204008835111954,0.4110468835111954,0.390646
1460,1,Aalen-Johansen,3,-0.025638020781604764,0.32735597921839527,0.35299400000000003
1825,1,Aalen-Johansen,1,0.016095021403062487,0.2140340214030625,0.197939
1825,1,Aalen-Johansen,2,0.05402199937854263,0.45860999937854263,0.404588
1825,1,Aalen-Johansen,3,-0.0701170207816047,0.32735597921839527,0.39747299999999997
365,2,Aalen-Johansen,1,0.0388145765415282,0.6188725765415282,0.580058
365,2,Aalen-Johansen,2,-0.02395699006294455,0.26347600993705544,0.287433
365,2,Aalen-Johansen,3,-0.014857586478583595,0.11765141352141642,0.13250900000000002
730,2,Aalen-Johansen,1,0.030765802731418324,0.4619298027314183,0.431164
730,2,Aalen-Johansen,2,-0.026076538443760733,0.3112514615562393,0.337328
730,2,Aalen-Johansen,3,-0.004689264287657313,0.22681873571234268,0.231508
1095,2,Aalen-Johansen,1,-0.0032398620393080946,0.3294761379606919,0.332716
1095,2,Aalen-Johansen,2,0.006596646957232832,0.3740846469572328,0.367488
1095,2,Aalen-Johansen,3,-0.00335678491792446,0.29643921508207555,0.299796
1460,2,Aalen-Johansen,1,-0.0028421910160709163,0.25351780898392906,0.25636
1460,2,Aalen-Johansen,2,-0.010372510611086294,0.3802734893889137,0.390646
1460,2,Aalen-Johansen,3,0.013214701627157488,0.3662087016271575,0.35299400000000003
1825,2,Aalen-Johansen,1,-0.041290032843880886,0.15664896715611912,0.197939
1825,2,Aalen-Johansen,2,0.005776986955300045,0.41036498695530005,0.404588
1825,2,Aalen-Johansen,3,0.035513045888581174,0.43298604588858114,0.39747299999999997
365,3,Aalen-Johansen,1,0.009969616162061712,0.5900276161620617,0.580058
365,3,Aalen-Johansen,2,-0.005507362928694859,0.28192563707130514,0.287433
365,3,Aalen-Johansen,3,-0.004462253233366353,0.12804674676663366,0.13250900000000002
730,3,Aalen-Johansen,1,0.024992577370010594,0.4561565773700106,0.431164
730,3,Aalen-Johansen,2,-0.015239189531303876,0.32208881046869614,0.337328
730,3,Aalen-Johansen,3,-0.00975338783870619,0.2217546121612938,0.231508
1095,3,Aalen-Johansen,1,0.011205710005756542,0.34392171000575655,0.332716
1095,3,Aalen-Johansen,2,0.014550807407649358,0.38203880740764934,0.367488
1095,3,Aalen-Johansen,3,-0.02575651741340529,0.2740394825865947,0.299796
1460,3,Aalen-Johansen,1,0.0568122307100038,0.3131722307100038,0.25636
1460,3,Aalen-Johansen,2,-0.03728509600651997,0.35336090399348,0.390646
1460,3,Aalen-Johansen,3,-0.019527134703483218,0.3334668652965168,0.35299400000000003
1825,3,Aalen-Johansen,1,0.08020738911743755,0.27814638911743755,0.197939
1825,3,Aalen-Johansen,2,-0.07303709621803478,0.3315509037819652,0.404588
1825,3,Aalen-Johansen,3,-0.007170292899402131,0.39030270710059783,0.39747299999999997
365,4,Aalen-Johansen,1,-0.008141060701736147,0.5719169392982638,0.580058
365,4,Aalen-Johansen,2,0.030781870631105213,0.3182148706311052,0.287433
365,4,Aalen-Johansen,3,-0.022640809929368635,0.10986819007063138,0.13250900000000002
730,4,Aalen-Johansen,1,-0.038337149981640395,0.3928268500183596,0.431164
730,4,Aalen-Johansen,2,0.07024323188611858,0.4075712318861186,0.337328
730,4,Aalen-Johansen,3,-0.031906081904477857,0.19960191809552214,0.231508
1095,4,Aalen-Johansen,1,-0.013578346583931589,0.3191376534160684,0.332716
1095,4,Aalen-Johansen,2,0.06677694030619102,0.434264940306191,0.367488
1095,4,Aalen-Johansen,3,-0.0531985937222591,0.2465974062777409,0.299796
1460,4,Aalen-Johansen,1,-0.012150317385965004,0.24420968261403497,0.25636
1460,4,Aalen-Johansen,2,0.05305059073076651,0.4436965907307665,0.390646
1460,4,Aalen-Johansen,3,-0.04090027334480112,0.3120937266551989,0.35299400000000003
1825,4,Aalen-Johansen,1,0.00992995603456548,0.20786895603456548,0.197939
1825,4,Aalen-Johansen,2,0.02302839707814286,0.42761639707814286,0.404588
1825,4,Aalen-Johansen,3,-0.032958353112707894,0.36451464688729207,0.39747299999999997
365,5,Aalen-Johansen,1,0.01989468561358343,0.5999526856135834,0.580058
365,5,Aalen-Johansen,2,-0.023148387030814843,0.26428461296918515,0.287433
365,5,Aalen-Johansen,3,0.003253701417231303,0.13576270141723132,0.13250900000000002
730,5,Aalen-Johansen,1,0.03026362136273275,0.46142762136273274,0.431164
730,5,Aalen-Johansen,2,-0.016460068603121658,0.32086793139687836,0.337328
730,5,Aalen-Johansen,3,-0.013803552759610815,0.21770444724038918,0.231508
1095,5,Aalen-Johansen,1,-0.014497906216992373,0.31821809378300764,0.332716
1095,5,Aalen-Johansen,2,0.04447824370909437,0.41196624370909435,0.367488
1095,5,Aalen-Johansen,3,-0.029980337492101605,0.2698156625078984,0.299796
1460,5,Aalen-Johansen,1,-0.023786903738076542,0.23257309626192343,0.25636
1460,5,Aalen-Johansen,2,0.06481839787151955,0.45546439787151954,0.390646
1460,5,Aalen-Johansen,3,-0.04103149413344265,0.3119625058665574,0.35299400000000003
1825,5,Aalen-Johansen,1,-0.024708466115068467,0.17323053388493154,0.197939
1825,5,Aalen-Johansen,2,0.06903440342863049,0.4736224034286305,0.404588
1825,5,Aalen-Johansen,3,-0.044325937313561714,0.35314706268643825,0.39747299999999997
365,6,Aalen-Johansen,1,-0.009333362006318846,0.5707246379936811,0.580058
365,6,Aalen-Johansen,2,-0.03820355897059033,0.24922944102940967,0.287433
365,6,Aalen-Johansen,3,0.04753692097690895,0.18004592097690897,0.13250900000000002
730,6,Aalen-Johansen,1,0.013145266411156153,0.44430926641115615,0.431164
730,6,Aalen-Johansen,2,-0.06417556856935308,0.27315243143064694,0.337328
730,6,Aalen-Johansen,3,0.051030302158196816,0.2825383021581968,0.231508
1095,6,Aalen-Johansen,1,-0.01854486876832856,0.31417113123167145,0.332716
1095,6,Aalen-Johansen,2,-0.002991066761478034,0.36449693323852195,0.367488
1095,6,Aalen-Johansen,3,0.021535935529806483,0.3213319355298065,0.299796
1460,6,Aalen-Johansen,1,-0.07144569329667358,0.1849143067033264,0.25636
1460,6,Aalen-Johansen,2,0.037306809272485364,0.42795280927248536,0.390646
1460,6,Aalen-Johansen,3,0.034138884024188076,0.3871328840241881,0.35299400000000003
1825,6,Aalen-Johansen,1,-0.013024693296673606,0.1849143067033264,0.197939
1825,6,Aalen-Johansen,2,-0.012689823010544499,0.3918981769894555,0.404588
1825,6,Aalen-Johansen,3,0.025714516307217994,0.42318751630721796,0.39747299999999997
365,7,Aalen-Johansen,1,0.02874906140425948,0.6088070614042594,0.580058
365,7,Aalen-Johansen,2,-0.022280864458322003,0.265152135541678,0.287433
365,7,Aalen-Johansen,3,-0.006468196945937726,0.1260408030540623,0.13250900000000002
730,7,Aalen-Johansen,1,0.06418488212433793,0.4953488821243379,0.431164
730,7,Aalen-Johansen,2,-0.01349593524164594,0.3238320647583541,0.337328
730,7,Aalen-Johansen,3,-0.050688946882692376,0.18081905311730762,0.231508
1095,7,Aalen-Johansen,1,0.04878194948248027,0.3814979494824803,0.332716
1095,7,Aalen-Johansen,2,-0.0063771297014520445,0.36111087029854794,0.367488
1095,7,Aalen-Johansen,3,-0.04240481978102856,0.25739118021897145,0.299796
1460,7,Aalen-Johansen,1,0.05070383007243934,0.3070638300724393,0.25636
1460,7,Aalen-Johansen,2,-0.0582104116703972,0.3324355883296028,0.390646
1460,7,Aalen-Johansen,3,0.0075065815979574735,0.3605005815979575,0.35299400000000003
1825,7,Aalen-Johansen,1,0.043731607001456896,0.2416706070014569,0.197939
1825,7,Aalen-Johansen,2,-0.025703417713728305,0.3788845822862717,0.404588
1825,7,Aalen-Johansen,3,-0.018028189287728924,0.37944481071227104,0.39747299999999997
365,8,Aalen-Johansen,1,0.0507128406570051,0.6307708406570051,0.580058
365,8,Aalen-Johansen,2,-0.038077005652502965,0.24935599434749703,0.287433
365,8,Aalen-Johansen,3,-0.012635835004501647,0.11987316499549837,0.13250900000000002
730,8,Aalen-Johansen,1,0.05354636902282217,0.48471036902282216,0.431164
730,8,Aalen-Johansen,2,-0.07151752638502057,0.26581047361497945,0.337328
730,8,Aalen-Johansen,3,0.017971157362199064,0.24947915736219906,0.231508
1095,8,Aalen-Johansen,1,0.011856856840261998,0.344572856840262,0.332716
1095,8,Aalen-Johansen,2,-0.018528163603393044,0.34895983639660694,0.367488
1095,8,Aalen-Johansen,3,0.006671306763131768,0.3064673067631318,0.299796
1460,8,Aalen-Johansen,1,0.01466539148216739,0.27102539148216737,0.25636
1460,8,Aalen-Johansen,2,-5.503618993997761e-4,0.3900956381006002,0.390646
